Categoría,Nivel,Español (Latino),Inglés
Peliculas,Alta,Ralph Rompe nada,Ralph breaks nothing
Peliculas,Alta,Vanellope maneja lento,Vanellope slow driver
Peliculas,Alta,Elsa fuego,Elsa fire power
Peliculas,Alta,Anna hielo,Anna ice power
Peliculas,Alta,Olaf derretido,Olaf melted
Peliculas,Alta,Moana miedo agua,Moana fear water
Peliculas,Alta,Maui sin anzuelo,Maui lost hook
Peliculas,Alta,Extra Peli 99,Extra Movie 99
Heroes,Baja,Batman,Batman
Heroes,Baja,Superman,Superman
Heroes,Baja,Spiderman,Spiderman
Heroes,Baja,Ironman,Ironman
Heroes,Baja,Hulk,Hulk
Heroes,Baja,Thor,Thor
Heroes,Baja,Capitán América,Captain America
Heroes,Baja,Mujer Maravilla,Wonder Woman
Heroes,Baja,Flash,Flash
Heroes,Baja,Aquaman,Aquaman
Heroes,Baja,Pantera Negra,Black Panther
Heroes,Baja,Viuda Negra,Black Widow
Heroes,Baja,Ojo de Halcón,Hawkeye
Heroes,Baja,Doctor Strange,Doctor Strange
Heroes,Baja,Antman,Antman
Heroes,Baja,Wolverine,Wolverine
Heroes,Baja,Deadpool,Deadpool
Heroes,Baja,Cíclope,Cyclops
Heroes,Baja,Tormenta,Storm
Heroes,Baja,Magneto,Magneto
Heroes,Baja,Profesor X,Professor X
Heroes,Baja,Bestia,Beast
Heroes,Baja,Gambito,Gambit
Heroes,Baja,Rogue,Rogue
Heroes,Baja,Jean Grey,Jean Grey
Heroes,Baja,Mystique,Mystique
Heroes,Baja,Daredevil,Daredevil
Heroes,Baja,Punisher,Punisher
Heroes,Baja,Elektra,Elektra
Heroes,Baja,Blade,Blade
Heroes,Baja,Hellboy,Hellboy
Heroes,Baja,Spawn,Spawn
Heroes,Baja,Linterna Verde,Green Lantern
Heroes,Baja,Flecha Verde,Green Arrow
Heroes,Baja,Superichica,Supergirl
Heroes,Baja,Batichica,Batgirl
Heroes,Baja,Robin,Robin
Heroes,Baja,Cyborg,Cyborg
Heroes,Baja,Raven,Raven
Heroes,Baja,Starfire,Starfire
Heroes,Baja,Chico Bestia,Beast Boy
Heroes,Baja,Shazam,Shazam
Heroes,Baja,Black Adam,Black Adam
Heroes,Baja,Joker,Joker
Heroes,Baja,Harley Quinn,Harley Quinn
Heroes,Baja,Pingüino,Penguin
Heroes,Baja,Acertijo,Riddler
Heroes,Baja,Dos Caras,Two Face
Heroes,Baja,Gatúbela,Catwoman
Heroes,Baja,Bane,Bane
Heroes,Baja,Espantapájaros,Scarecrow
Heroes,Baja,Hiedra Venenosa,Poison Ivy
Heroes,Baja,Mr. Freeze,Mr. Freeze
Heroes,Baja,Lex Luthor,Lex Luthor
Heroes,Baja,Zod,Zod
Heroes,Baja,Doomsday,Doomsday
Heroes,Baja,Darkseid,Darkseid
Heroes,Baja,Thanos,Thanos
Heroes,Baja,Loki,Loki
Heroes,Baja,Ultron,Ultron
Heroes,Baja,Venom,Venom
Heroes,Baja,Carnage,Carnage
Heroes,Baja,Duende Verde,Green Goblin
Heroes,Baja,Dr. Octopus,Dr. Octopus
Heroes,Baja,Electro,Electro
Heroes,Baja,Sandman,Sandman
Heroes,Baja,Mysterio,Mysterio
Heroes,Baja,Buitre,Vulture
Heroes,Baja,Kingpin,Kingpin
Heroes,Baja,Bullseye,Bullseye
Heroes,Baja,Red Skull,Red Skull
Heroes,Baja,Hydra,Hydra
Heroes,Baja,Soldado Invierno,Winter Soldier
Heroes,Baja,Falcon,Falcon
Heroes,Baja,War Machine,War Machine
Heroes,Baja,Visión,Vision
Heroes,Baja,Bruja Escarlata,Scarlet Witch
Heroes,Baja,Quicksand,Quicksilver
Heroes,Baja,Groot,Groot
Heroes,Baja,Rocket,Rocket
Heroes,Baja,Star Lord,Star Lord
Heroes,Baja,Gamora,Gamora
Heroes,Baja,Drax,Drax
Heroes,Baja,Mantis,Mantis
Heroes,Baja,Nebula,Nebula
Heroes,Baja,Yondu,Yondu
Heroes,Baja,Valkiria,Valkyrie
Heroes,Baja,Hela,Hela
Heroes,Baja,Surtur,Surtur
Heroes,Baja,Dormammu,Dormammu
Heroes,Baja,Mandarín,Mandarin
Heroes,Baja,Shang Chi,Shang Chi
Heroes,Baja,Eternals,Eternals
Heroes,Baja,Ikaris,Ikaris
Heroes,Baja,Sersi,Sersi
Heroes,Baja,Thena,Thena
Heroes,Baja,Gilgamesh,Gilgamesh
Heroes,Baja,Kingo,Kingo
Heroes,Baja,Sprite,Sprite
Heroes,Baja,Extra Hero 99,Extra Hero 99
Heroes,Media,Tirar telaraña,Shooting web
Heroes,Media,Volar alto,Flying high
Heroes,Media,Rayos ojos,Eye beams
Heroes,Media,Fuerza bruta,Brute strength
Heroes,Media,Correr rápido,Running fast
Heroes,Media,Nadar profundo,Swimming deep
Heroes,Media,Escalar pared,Wall climbing
Heroes,Media,Lanzar escudo,Shield throw
Heroes,Media,Martillo trueno,Thunder hammer
Heroes,Media,Lazo verdad,Lasso truth
Heroes,Media,Garras adamantium,Adamantium claws
Heroes,Media,Curación rápida,Fast healing
Heroes,Media,Telepatía mental,Mental telepathy
Heroes,Media,Mover metal,Moving metal
Heroes,Media,Controlar clima,Weather control
Heroes,Media,Teletransportar,Teleporting
Heroes,Media,Hacerse invisible,Invisibility
Heroes,Media,Hacerse gigante,Gaining size
Heroes,Media,Hacerse pequeño,Shrinking
Heroes,Media,Estirar cuerpo,Body stretch
Heroes,Media,Prender fuego,Flame on
Heroes,Media,Congelar todo,Freezing all
Heroes,Media,Convertir piedra,Stone turn
Heroes,Media,Flecha explosiva,Explosive arrow
Heroes,Media,Batarang lanzar,Batarang throw
Heroes,Media,Batimóvil manejar,Batmobile drive
Heroes,Media,Capa ondear,Cape waver
Heroes,Media,Antifaz poner,Mask put on
Heroes,Media,Traje romper,Suit rip
Heroes,Media,Grito sónico,Sonic scream
Heroes,Media,Mordida vampiro,Vampire bite
Heroes,Media,Veneno inyectar,Venom inject
Heroes,Media,Gas miedo,Fear gas
Heroes,Media,Risa loca,Crazy laugh
Heroes,Media,Moneda tirar,Coin flip
Heroes,Media,Paraguas arma,Umbrella gun
Heroes,Media,Gato negro,Black cat
Heroes,Media,Planta carnívora,Carnivorous plant
Heroes,Media,Hielo disparar,Ice shoot
Heroes,Media,Anillo poder,Power ring
Heroes,Media,Linterna luz,Lantern light
Heroes,Media,Flecha verde,Green arrow
Heroes,Media,Volar avión invisible,Invisible jet fly
Heroes,Media,Romper cadenas,Breaking chains
Heroes,Media,Levantar auto,Lifting car
Heroes,Media,Parar tren,Stopping train
Heroes,Media,Salvar gato,Saving cat
Heroes,Media,Atrapar ladrón,Catching thief
Heroes,Media,Pelear villano,Fighting villain
Heroes,Media,Esquivar balas,Dodging bullets
Heroes,Media,Saltar edificio,Building jump
Heroes,Media,Caer de pie,Landing feet
Heroes,Media,Caminar techo,Ceiling walk
Heroes,Media,Balancear red,Web swing
Heroes,Media,Trepar torre,Tower climb
Heroes,Media,Romper pared,Wall break
Heroes,Media,Abrir caja fuerte,Safe crack
Heroes,Media,Hackear compu,Pc hack
Heroes,Media,Usar gadget,Gadget use
Heroes,Media,Curar herida,Wound heal
Heroes,Media,Vendar brazo,Arm bandage
Heroes,Media,Entrenar lucha,Fight train
Heroes,Media,Meditar templo,Temple meditate
Heroes,Media,Leer mente,Mind read
Heroes,Media,Borrar memoria,Memory wipe
Heroes,Media,Hablar peces,Fish talk
Heroes,Media,Respirar agua,Water breathe
Heroes,Media,Controlar fuego,Fire control
Heroes,Media,Controlar hielo,Ice control
Heroes,Media,Controlar tierra,Earth control
Heroes,Media,Controlar aire,Air control
Heroes,Media,Controlar electricidad,Electric control
Heroes,Media,Controlar magnetismo,Magnet control
Heroes,Media,Viajar tiempo,Time travel
Heroes,Media,Ver futuro,Future see
Heroes,Media,Cambiar forma,Shape shift
Heroes,Media,Imitar voz,Voice mimic
Heroes,Media,Clonar cuerpo,Body clone
Heroes,Media,Regenerar brazo,Arm regen
Heroes,Media,Resistir bala,Bullet resist
Heroes,Media,Romper espada,Sword break
Heroes,Media,Usar armadura,Armor use
Heroes,Media,Cargar energía,Energy charge
Heroes,Media,Disparar rayo,Beam shoot
Heroes,Media,Lanzar misil,Missile launch
Heroes,Media,Explotar bomba,Bomb explode
Heroes,Media,Salvar mundo,World save
Heroes,Media,Vengar muerte,Death avenge
Heroes,Media,Proteger ciudad,City protect
Heroes,Media,Esconder identidad,Identity hide
Heroes,Media,Usar máscara,Mask wear
Heroes,Media,Quitar máscara,Mask remove
Heroes,Media,Revelar cara,Face reveal
Heroes,Media,Ser millonario,Being rich
Heroes,Media,Ser pobre,Being poor
Heroes,Media,Ser huérfano,Being orphan
Heroes,Media,Tener mayordomo,Having butler
Heroes,Media,Vivir cueva,Cave living
Heroes,Media,Vivir castillo,Castle living
Heroes,Media,Vivir base secreta,Secret base live
Heroes,Alta,Batman sin bati-cinturón,Batman no belt
Heroes,Alta,Superman miedo altura,Superman fear heights
Heroes,Alta,Spiderman sin red,Spiderman no web
Heroes,Alta,Ironman traje oxidado,Ironman rusty suit
Heroes,Alta,Hulk calambre pierna,Hulk leg cramp
Heroes,Alta,Thor pierde martillo,Thor lost hammer
Heroes,Alta,Capitán escudo roto,Cap broken shield
Heroes,Alta,Mujer Maravilla pelo enredado,Wonder Woman tangled hair
Heroes,Alta,Flash atado cordones,Flash tied laces
Heroes,Alta,Aquaman ahogado piscina,Aquaman drowning pool
Heroes,Alta,Pantera alergia gatos,Panther cat allergy
Heroes,Alta,Viuda negra araña miedo,Widow spider fear
Heroes,Alta,Ojo Halcón sin lentes,Hawkeye lost glasses
Heroes,Alta,Dr Strange truco falla,Strange trick fail
Heroes,Alta,Antman pisado zapato,Antman stepped on
Heroes,Alta,Wolverine corta pan,Wolverine cutting bread
Heroes,Alta,Deadpool sin chistes,Deadpool no jokes
Heroes,Alta,Cíclope lentes rotos,Cyclops broken glasses
Heroes,Alta,Tormenta paraguas viento,Storm umbrella flip
Heroes,Alta,Magneto pegado heladera,Magneto stuck fridge
Heroes,Alta,Prof X rueda pinchada,Prof X flat tire
Heroes,Alta,Bestia depilada,Shaved Beast
Heroes,Alta,Gambito pierde cartas,Gambit lost cards
Heroes,Alta,Rogue toca sin querer,Rogue touch accident
Heroes,Alta,Jean Grey dolor cabeza,Jean Grey headache
Heroes,Alta,Mystique piel azul destiñe,Mystique blue fade
Heroes,Alta,Daredevil choca pared,Daredevil wall hit
Heroes,Alta,Punisher pistola agua,Punisher water gun
Heroes,Alta,Linterna Verde sin pilas,Lantern no battery
Heroes,Alta,Flecha Verde arco roto,Green Arrow bow snap
Heroes,Alta,Supergirl capa enganchada,Supergirl cape snag
Heroes,Alta,Robin calzones rotos,Robin ripped briefs
Heroes,Alta,Cyborg virus windows,Cyborg windows virus
Heroes,Alta,Raven dolor panza,Raven tummy ache
Heroes,Alta,Starfire pelo quemado,Starfire burnt hair
Heroes,Alta,Chico Bestia pulga,Beast Boy flea
Heroes,Alta,Shazam olvida palabra,Shazam forgot word
Heroes,Alta,Joker chiste malo,Joker bad joke
Heroes,Alta,Harley mazo goma,Harley rubber mallet
Heroes,Alta,Pingüino resbala hielo,Penguin ice slip
Heroes,Alta,Acertijo olvida respuesta,Riddler forgot answer
Heroes,Alta,Dos Caras moneda cae,Two Face coin drop
Heroes,Alta,Gatúbela bola pelos,Catwoman hairball
Heroes,Alta,Bane asma fuerte,Bane asthma attack
Heroes,Alta,Espantapájaros miedo cuervo,Scarecrow crow fear
Heroes,Alta,Hiedra alergia polen,Ivy pollen allergy
Heroes,Alta,Freeze derrite calor,Freeze melting heat
Heroes,Alta,Lex peluca vuela,Lex wig fly
Heroes,Alta,Zod cuello torcido,Zod stiff neck
Heroes,Alta,Thanos chasquido falla,Thanos snap fail
Heroes,Alta,Loki mentira descubierta,Loki lie caught
Heroes,Alta,Ultron sin wifi,Ultron no wifi
Heroes,Alta,Venom diente picado,Venom cavity tooth
Heroes,Alta,Duende patineta rota,Goblin broken board
Heroes,Alta,Octopus brazos nudo,Octopus arms knot
Heroes,Alta,Electro corto circuito,Electro short circuit
Heroes,Alta,Sandman hecho barro,Sandman mud pie
Heroes,Alta,Mysterio casco empañado,Mysterio foggy helm
Heroes,Alta,Buitre alas rotas,Vulture broken wing
Heroes,Alta,Kingpin dieta estricta,Kingpin strict diet
Heroes,Alta,Soldado Invierno brazo óxido,Winter Soldier rusty arm
Heroes,Alta,Falcon pluma alergia,Falcon feather allergy
Heroes,Alta,Vision gema apagada,Vision gem off
Heroes,Alta,Wanda magia explota,Wanda magic boom
Heroes,Alta,Quicksilver cansa rápido,Quicksilver tired fast
Heroes,Alta,Groot astilla dedo,Groot finger splinter
Heroes,Alta,Rocket cola pisada,Rocket tail step
Heroes,Alta,Star Lord baile feo,Star Lord bad dance
Heroes,Alta,Gamora piel verde mancha,Gamora skin stain
Heroes,Alta,Drax invisible nadie cree,Drax invisible fail
Heroes,Alta,Mantis antena rota,Mantis broken antenna
Heroes,Alta,Nebula pieza suelta,Nebula loose part
Heroes,Alta,Yondu silbido desafinado,Yondu bad whistle
Heroes,Alta,Valquiria caballo cae,Valkyrie horse trip
Heroes,Alta,Hela casco engancha,Hela helm snag
Heroes,Alta,Surtur fósforo mojado,Surtur wet match
Heroes,Alta,Shang Chi patada aire,Shang Chi air kick
Heroes,Alta,Eternals olvidados todos,Eternals forgotten
Heroes,Alta,Hulk pantalón no rompe,Hulk pants stay on
Heroes,Alta,Thor gordo cerveza,Thor fat beer
Heroes,Alta,Capitan América viejo,Old Captain America
Heroes,Alta,Ironman batería baja,Ironman low battery
Heroes,Alta,Spiderman traje sucio,Spiderman dirty suit
Heroes,Alta,Batman tarjeta rechazada,Batman card declined
Heroes,Alta,Superman kriptonita bolsillo,Superman kryptonite pocket
Heroes,Alta,Aquaman habla sushi,Aquaman talks sushi
Heroes,Alta,Flash llega tarde,Flash late arrival
Heroes,Alta,Mujer Maravilla lazo nudo,Wonder Woman knot lasso
Heroes,Alta,Linterna Verde daltónico,Colorblind Green Lantern
Heroes,Alta,Daredevil bastón perdido,Daredevil lost cane
Heroes,Alta,Antman hormiga pisa,Antman ant step
Heroes,Alta,Wasp matamoscas golpe,Wasp swatter hit
Heroes,Alta,Thing piedra riñón,Thing kidney stone
Heroes,Alta,Torch fuego apaga,Torch fire out
Heroes,Alta,Invisible Woman ropa flota,Invisible clothes floating
Heroes,Alta,Reed Richards nudo cuerpo,Reed Richards body knot
Heroes,Alta,Silver Surfer tabla rompe,Surfer board break
Heroes,Alta,Galactus hambre dieta,Galactus diet hunger
Heroes,Alta,Extra Hero Funny 98,Extra Hero Funny 98
Heroes,Alta,Extra Hero Funny 99,Extra Hero Funny 99
Accion,Baja,Correr,Run
Accion,Baja,Saltar,Jump
Accion,Baja,Bailar,Dance
Accion,Baja,Cantar,Sing
Accion,Baja,Comer,Eat
Accion,Baja,Dormir,Sleep
Accion,Baja,Llorar,Cry
Accion,Baja,Reír,Laugh
Accion,Baja,Nadar,Swim
Accion,Baja,Volar,Fly
Accion,Baja,Escribir,Write
Accion,Baja,Leer,Read
Accion,Baja,Cocinar,Cook
Accion,Baja,Pintar,Paint
Accion,Baja,Barrer,Sweep
Accion,Baja,Manejar,Drive
Accion,Baja,Pescar,Fish
Accion,Baja,Aplaudir,Clap
Accion,Baja,Abrazar,Hug
Accion,Baja,Besar,Kiss
Accion,Baja,Estirar,Stretch
Accion,Baja,Gatear,Crawl
Accion,Baja,Tropezar,Trip
Accion,Baja,Resbalar,Slip
Accion,Baja,Caer,Fall
Accion,Baja,Levantar,Lift
Accion,Baja,Empujar,Push
Accion,Baja,Tirar,Pull
Accion,Baja,Abrir,Open
Accion,Baja,Cerrar,Close
Accion,Baja,Doblar,Fold
Accion,Baja,Romper,Break
Accion,Baja,Pegar,Glue
Accion,Baja,Cortar,Cut
Accion,Baja,Lijar,Sand
Accion,Baja,Fregar,Scrub
Accion,Baja,Sacudir,Shake
Accion,Baja,Planchar,Iron
Accion,Baja,Coser,Sew
Accion,Baja,Tejer,Knit
Accion,Baja,Borda,Embroider
Accion,Baja,Hornear,Bake
Accion,Baja,Freír,Fry
Accion,Baja,Hervir,Boil
Accion,Baja,Picar,Chop
Accion,Baja,Rallar,Grate
Accion,Baja,Batir,Whisk
Accion,Baja,Amasar,Knead
Accion,Baja,Mezclar,Mix
Accion,Baja,Servir,Serve
Accion,Baja,Beber,Drink
Accion,Baja,Morder,Bite
Accion,Baja,Masticar,Chew
Accion,Baja,Tragar,Swallow
Accion,Baja,Escupir,Spit
Accion,Baja,Soplar,Blow
Accion,Baja,Silbar,Whistle
Accion,Baja,Gritar,Scream
Accion,Baja,Susurrar,Whisper
Accion,Baja,Hablar,Talk
Accion,Baja,Escuchar,Listen
Accion,Baja,Oler,Smell
Accion,Baja,Tocar,Touch
Accion,Baja,Mirar,Look
Accion,Baja,Observar,Observe
Accion,Baja,Guiñar,Wink
Accion,Baja,Parpadear,Blink
Accion,Baja,Sonreír,Smile
Accion,Baja,Bostezar,Yawn
Accion,Baja,Estornudar,Sneeze
Accion,Baja,Tosér,Cough
Accion,Baja,Roncar,Snore
Accion,Baja,Soñar,Dream
Accion,Baja,Despertar,Wake
Accion,Baja,Estudiar,Study
Accion,Baja,Pensar,Think
Accion,Baja,Recordar,Remember
Accion,Baja,Olvidar,Forget
Accion,Baja,Imaginar,Imagine
Accion,Baja,Crear,Create
Accion,Baja,Destruir,Destroy
Accion,Baja,Construir,Build
Accion,Baja,Martillar,Hammer
Accion,Baja,Atornillar,Screw
Accion,Baja,Serruchar,Saw
Accion,Baja,Cavar,Dig
Accion,Baja,Plantar,Plant
Accion,Baja,Regar,Water
Accion,Baja,Cosechar,Harvest
Accion,Baja,Podar,Prune
Accion,Baja,Trepar,Climb
Accion,Baja,Escalar,Scale
Accion,Baja,Saltar,Jump
Accion,Baja,Girar,Spin
Accion,Baja,Rodar,Roll
Accion,Baja,Caminar,Walk
Accion,Baja,Marchar,March
Accion,Baja,Correr,Run
Accion,Baja,Trotar,Jog
Accion,Baja,Accion Extra L1 99,Action Extra L1 99
Accion,Media,Planchar camisa,Ironing shirt
Accion,Media,Atar cordones,Tying shoelaces
Accion,Media,Lavarse dientes,Brushing teeth
Accion,Media,Cortar pasto,Mowing lawn
Accion,Media,Inflar globo,Inflating balloon
Accion,Media,Cambiar pañal,Changing diaper
Accion,Media,Palar nieve,Shoveling snow
Accion,Media,Martillar clavo,Hammering nail
Accion,Media,Exprimir naranja,Squeezing orange
Accion,Media,Abrir frasco,Opening jar
Accion,Media,Manejar auto,Driving car
Accion,Media,Andar bici,Riding bike
Accion,Media,Pagar cuenta,Paying bill
Accion,Media,Pedir taxi,Hailing taxi
Accion,Media,Hacer cama,Making bed
Accion,Media,Lavar platos,Washing dishes
Accion,Media,Secar pelo,Drying hair
Accion,Media,Maquillarse cara,Applying makeup
Accion,Media,Afeitarse barba,Shaving beard
Accion,Media,Cortarse uñas,Cutting nails
Accion,Media,Bañar perro,Bathing dog
Accion,Media,Dar comida,Feeding pet
Accion,Media,Sacar basura,Taking trash
Accion,Media,Regar plantas,Watering plants
Accion,Media,Barrer piso,Sweeping floor
Accion,Media,Trapear suelo,Mopping floor
Accion,Media,Limpiar vidrios,Cleaning windows
Accion,Media,Sacudir polvo,Dusting furniture
Accion,Media,Ordenar cuarto,Tidying room
Accion,Media,Doblar ropa,Folding clothes
Accion,Media,Colgar cuadro,Hanging picture
Accion,Media,Cambiar foco,Changing bulb
Accion,Media,Arreglar enchufe,Fixing plug
Accion,Media,Pintar pared,Painting wall
Accion,Media,Lijar madera,Sanding wood
Accion,Media,Cortar leña,Chopping wood
Accion,Media,Prender fuego,Lighting fire
Accion,Media,Apagar vela,Blowing candle
Accion,Media,Soplar torta,Blowing cake
Accion,Media,Abrir regalo,Opening gift
Accion,Media,Envolver caja,Wrapping box
Accion,Media,Escribir carta,Writing letter
Accion,Media,Leer diario,Reading news
Accion,Media,Mandar mensaje,Texting msg
Accion,Media,Hablar celular,Talking phone
Accion,Media,Sacar selfi,Taking selfie
Accion,Media,Grabar video,Recording video
Accion,Media,Buscar llaves,Finding keys
Accion,Media,Perder billetera,Losing wallet
Accion,Media,Encontrar moneda,Finding coin
Accion,Media,Contar dinero,Counting money
Accion,Media,Pagar tarjeta,Paying card
Accion,Media,Firmar papel,Signing paper
Accion,Media,Sellar sobre,Sealing envelope
Accion,Media,Pegar estampilla,Sticking stamp
Accion,Media,Tirar beso,Blowing kiss
Accion,Media,Dar abrazo,Giving hug
Accion,Media,Chocar manos,High five
Accion,Media,Saludar mano,Shaking hands
Accion,Media,Despedirse lejos,Waving goodbye
Accion,Media,Hacer dedo,Hitchhiking
Accion,Media,Parar bondi,Stopping bus
Accion,Media,Subir escalera,Climbing stairs
Accion,Media,Bajar ascensor,Taking elevator
Accion,Media,Abrir paraguas,Opening umbrella
Accion,Media,Cerrar campera,Zipping jacket
Accion,Media,Atar bufanda,Tying scarf
Accion,Media,Ponerse gorro,Putting hat
Accion,Media,Sacarse botas,Taking boots
Accion,Media,Colgar abrigo,Hanging coat
Accion,Media,Hacer té,Making tea
Accion,Media,Calentar agua,Boiling water
Accion,Media,Servir café,Pouring coffee
Accion,Media,Batir crema,Whipping cream
Accion,Media,Untar manteca,Spreading butter
Accion,Media,Cortar pan,Slicing bread
Accion,Media,Pelar papa,Peeling potato
Accion,Media,Hervir fideos,Boiling pasta
Accion,Media,Colar arroz,Straining rice
Accion,Media,Freír huevo,Frying egg
Accion,Media,Saltear verdura,Sautéing veg
Accion,Media,Condimentar,Seasoning food
Accion,Media,Probar sopa,Tasting soup
Accion,Media,Salar comida,Salting food
Accion,Media,Soplar caliente,Blowing hot
Accion,Media,Masticar chicle,Chewing gum
Accion,Media,Hacer globo,Blowing bubble
Accion,Media,Sonarse nariz,Blowing nose
Accion,Media,Limpiar lentes,Cleaning glasses
Accion,Media,Ponerse lentes,Wearing glasses
Accion,Media,Sacar foto,Taking photo
Accion,Media,Posar foto,Posing photo
Accion,Media,Sonreír cámara,Smiling camera
Accion,Media,Saludar cámara,Waving camera
Accion,Media,Aplaudir show,Clapping show
Accion,Media,Silbar canción,Whistling song
Accion,Media,Tararear ritmo,Humming tune
Accion,Media,Chasquear dedos,Snapping fingers
Accion,Media,Accion Extra L2 98,Action Extra L2 98
Accion,Media,Accion Extra L2 99,Action Extra L2 99
Accion,Alta,Caminar sobre carbón,Walking hot coals
Accion,Alta,Estornudar sin poder,Failed sneeze
Accion,Alta,Pisar caca perro,Stepping dog poop
Accion,Alta,Caminar contra viento,Wind walking
Accion,Alta,Matar mosca molesta,Killing nuisance fly
Accion,Alta,Ponerse jeans ajustados,Tight jeans pants
Accion,Alta,Quemar comida esconderla,Burning hiding food
Accion,Alta,Bailar tango escoba,Tango with broom
Accion,Alta,Desactivar bomba miedo,Defusing bomb fear
Accion,Alta,Equilibrio cuerda floja,Tightrope balance
Accion,Alta,Saltar en paracaídas,Skydiving jump
Accion,Alta,Nadar con cocodrilos,Swimming crocs
Accion,Alta,Escalar Everest ojotas,Everest flipflops
Accion,Alta,Correr maratón muletas,Marathon crutches
Accion,Alta,Boxear con sombra,Shadow boxing
Accion,Alta,Pelear con almohada,Pillow fighting
Accion,Alta,Hacer malabares huevos,Egg juggling
Accion,Alta,Tragar espada falsa,Fake sword swallow
Accion,Alta,Domar silla salvaje,Taming wild chair
Accion,Alta,Montar toro mecánico,Mech bull riding
Accion,Alta,Surfear tsunami,Surfing tsunami
Accion,Alta,Esquiar sin nieve,Skiing no snow
Accion,Alta,Patinar sobre aceite,Skating on oil
Accion,Alta,Trepar edificio vidiros,Climbing glass bldg
Accion,Alta,Saltar charco gigante,Jumping huge puddle
Accion,Alta,Caerse en público,Public fall
Accion,Alta,Tropezar con aire,Tripping on air
Accion,Alta,Chocarse puerta vidrio,Hitting glass door
Accion,Alta,Resbalar cáscara banana,Banana slip
Accion,Alta,Quedarse pegado chicle,Stuck in gum
Accion,Alta,Perderse en laberinto,Lost in maze
Accion,Alta,Buscar aguja pajar,Needle in haystack
Accion,Alta,Intentar lamer codo,Licking elbow
Accion,Alta,Besarse a sí mismo,Kissing self
Accion,Alta,Abrazar aire solo,Hugging air
Accion,Alta,Pelear con mosquito,Mosquito fight
Accion,Alta,Huir de abejas,Fleeing bees
Accion,Alta,Sacarse muela solo,Self tooth pull
Accion,Alta,Cortarse pelo solo,Self haircut
Accion,Alta,Tatuarse a sí mismo,Self tattoo
Accion,Alta,Operar a corazón abierto,Open heart surgery
Accion,Alta,Manejar ojos vendados,Blindfold driving
Accion,Alta,Aterrizar avión emergencia,Emergency landing
Accion,Alta,Robar banco silencio,Silent bank rob
Accion,Alta,Escapar de prisión,Prison escape
Accion,Alta,Esconderse de policía,Hiding from cops
Accion,Alta,Mentir en juicio,Lying in court
Accion,Alta,Llorar cebolla picada,Onion crying
Accion,Alta,Reírse en funeral,Funeral laughing
Accion,Alta,Dormirse en reunión,Meeting sleeping
Accion,Alta,Roncar muy fuerte,Loud snoring
Accion,Alta,Babear almohada,Pillow drooling
Accion,Alta,Caerse de la cama,Bed falling
Accion,Alta,Sonámbulo caminando techo,Roof slipwalking
Accion,Alta,Tener pesadilla fea,Bad nightmare
Accion,Alta,Despertar tarde examen,Late for exam
Accion,Alta,Olvidar pantalones casa,Forget pants
Accion,Alta,Romper jarrón caro,Breaking expensive vase
Accion,Alta,Manchar camisa vino,Wine stain shirt
Accion,Alta,Quemar camisa plancha,Iron burn shirt
Accion,Alta,Coser botón dedo,Sewing finger
Accion,Alta,Martillarse el dedo,Hammering finger
Accion,Alta,Cortarse papel lengua,Paper cut tongue
Accion,Alta,Pincharse con cactus,Cactus prick
Accion,Alta,Comer ají picante,Eating hot chili
Accion,Alta,Tragar cubo hielo,Swallowing ice cube
Accion,Alta,Morder lengua fuerte,Biting tongue hard
Accion,Alta,Ahogarse con agua,Choking water
Accion,Alta,Quemar lengua café,Burning tongue coffee
Accion,Alta,Congelar cerebro helado,Brain freeze
Accion,Alta,Estornudar fideos nariz,Sneezing noodles
Accion,Alta,Reírse bebida nariz,Laughing drink nose
Accion,Alta,Vomitar en montaña rusa,Rollercoaster vomit
Accion,Alta,Marearse en calesita,Carousel dizzy
Accion,Alta,Perder equilibrio barco,Boat losing balance
Accion,Alta,Caerse bici quieta,Falling stationary bike
Accion,Alta,Chocar auto estacionado,Hitting parked car
Accion,Alta,Rayar auto llave,Keying car
Accion,Alta,Perder llaves alcantarilla,Keys sewer drop
Accion,Alta,Tirar celular inodoro,Phone toilet drop
Accion,Alta,Romper pantalla celular,Breaking phone screen
Accion,Alta,Mojar libro prestado,Wetting borrowed book
Accion,Alta,Perder boleto ganador,Losing win ticket
Accion,Alta,Ganar y no cobrar,Winning collecting nil
Accion,Alta,Saludar persona equivocada,Waving wrong person
Accion,Alta,Chocar los cinco aire,Missed high five
Accion,Alta,Caerse silla rompiendo,Breaking chair sit
Accion,Alta,Sentarse sobre pastel,Sitting on cake
Accion,Alta,Recibir tortazo cara,Pie in face
Accion,Alta,Resbalar en ducha,Shower slip
Accion,Alta,Quedarse sin papel baño,Out of toilet paper
Accion,Alta,Taparse oído agua,Water stuck ear
Accion,Alta,Sacarse agua oído,Shaking water ear
Accion,Alta,Rascarse espalda pared,Scratching back wall
Accion,Alta,Intentar alcanzar espalda,Reaching back itch
Accion,Alta,Hacer yoga y trabarse,Yoga stuck pose
Accion,Alta,Desmayarse de amor,Fainting love
Accion,Alta,Gritar gol equipo rival,Yelling wrong goal
Accion,Alta,Cantar desafinado ducha,Singing offkey shower
Accion,Alta,Bailar sin música,Dancing no music
Deportes,Baja,Fútbol,Soccer
Deportes,Baja,Básquet,Basketball
