Categoría,Nivel,Español (Latino),Inglés
Heroes,Alta,Spiderman traje sucio,Spiderman dirty suit
Heroes,Alta,Batman tarjeta rechazada,Batman card declined
Heroes,Alta,Superman kriptonita bolsillo,Superman kryptonite pocket
Heroes,Alta,Aquaman habla sushi,Aquaman talks sushi
Heroes,Alta,Flash llega tarde,Flash late arrival
Heroes,Alta,Mujer Maravilla lazo nudo,Wonder Woman knot lasso
Heroes,Alta,Linterna Verde daltónico,Colorblind Green Lantern
Heroes,Alta,Daredevil bastón perdido,Daredevil lost cane
Heroes,Alta,Antman hormiga pisa,Antman ant step
Heroes,Alta,Wasp matamoscas golpe,Wasp swatter hit
Heroes,Alta,Thing piedra riñón,Thing kidney stone
Heroes,Alta,Torch fuego apaga,Torch fire out
Heroes,Alta,Invisible Woman ropa flota,Invisible clothes floating
Heroes,Alta,Reed Richards nudo cuerpo,Reed Richards body knot
Heroes,Alta,Silver Surfer tabla rompe,Surfer board break
Heroes,Alta,Galactus hambre dieta,Galactus diet hunger
Heroes,Alta,Extra Hero Funny 98,Extra Hero Funny 98
Heroes,Alta,Extra Hero Funny 99,Extra Hero Funny 99
